Date,rs_korea
2022-03-10,60.82147811238726
2022-03-11,61.16717088357081
2022-03-14,61.25560398861464
2022-03-15,59.391108155317895
2022-03-16,58.93830513267765
2022-03-17,58.982303165335026
2022-03-18,58.61416034044997
2022-03-21,58.177116184176924
2022-03-22,58.01696891080892
2022-03-23,59.31715780917076
2022-03-24,58.32111341068866
2022-03-25,58.044484175486446
2022-03-28,57.62565255990763
2022-03-29,57.161518931457834
2022-03-30,57.635643933504475
2022-03-31,58.76911491071202
2022-04-01,58.22475635588938
2022-04-04,58.11051812968538
2022-04-05,58.881667714403655
2022-04-06,58.95539557151537
2022-04-07,57.81970426600781
2022-04-08,58.07215168872132
2022-04-11,58.92250150531797
2022-04-12,58.56318877416435
2022-04-13,58.979756864146346
2022-04-14,59.72824483552049
2022-04-18,59.187245901560516
2022-04-19,58.80237663543735
2022-04-20,58.84169148332852
2022-04-21,59.944110856048795
2022-04-22,61.10442681656871
2022-04-25,59.683483480650565
2022-04-26,61.72214981371472
2022-04-27,60.87436757766095
2022-04-28,60.01423717803813
2022-04-29,62.96104795372425
2022-05-02,62.40784252078888
2022-05-03,61.96147117307341
2022-05-04,60.06551425688894
2022-05-06,61.879470443773364
2022-05-10,62.62242542470629
2022-05-11,63.52817617920642
2022-05-12,62.55954193744285
2022-05-13,62.396454547349734
2022-05-16,62.466390335289866
2022-05-17,61.769764061483116
2022-05-18,64.50046789997519
2022-05-19,64.06657588049843
2022-05-20,65.19843232114239
2022-05-23,64.19714243680818
2022-05-24,63.67664077610563
2022-05-25,63.39390608801866
2022-05-26,62.03874723069691
2022-05-27,61.14561506667662
2022-05-31,62.60598435281835
2022-06-02,61.3164530403051
2022-06-03,62.61291056220526
2022-06-07,60.80390173346938
2022-06-08,61.467803085812925
2022-06-09,62.948272325915234
2022-06-10,64.09786640873038
2022-06-13,64.28266217896679
2022-06-14,64.17986518009813
2022-06-15,62.12057096704658
2022-06-16,64.35268375974783
2022-06-17,63.939724320708635
2022-06-21,61.55199966878404
2022-06-22,59.97126545707301
2022-06-23,58.66689180350399
2022-06-24,58.14355632740524
2022-06-27,59.2375863888909
2022-06-28,60.981038023291156
2022-06-29,59.9195366695379
2022-06-30,59.258253551004024
2022-07-01,57.95381330201591
2022-07-05,58.75686079741873
2022-07-06,57.314528793217754
2022-07-07,57.50995382442905
2022-07-08,57.96020580562463
2022-07-11,58.372063818051934
2022-07-12,58.32673044734782
2022-07-13,58.90915273572029
2022-07-14,58.89306344250278
2022-07-15,58.004482230729394
2022-07-18,59.59820246885295
2022-07-19,57.925706303376536
2022-07-20,57.94440040202614
2022-07-21,57.896427230244605
2022-07-22,58.05002831281133
2022-07-25,58.23518134342988
2022-07-26,59.159692529859576
2022-07-27,57.723831704622164
2022-07-28,57.47469638787337
2022-07-29,57.02635891693818
2022-08-01,57.21322304298
2022-08-02,57.29655624788179
2022-08-03,56.91795512075096
2022-08-04,57.22623361225807
2022-08-05,57.73314875887734
2022-08-08,57.85362104525371
2022-08-09,58.325627815567024
2022-08-10,56.61052541081272
2022-08-11,57.58945222202458
2022-08-12,56.724094008785954
2022-08-16,56.50532332478648
2022-08-17,56.52627100814266
2022-08-18,56.17388573849277
2022-08-19,56.590307756828906
2022-08-22,57.0937718656316
2022-08-23,56.60099201125342
2022-08-24,56.70092606158668
2022-08-25,56.592596879320766
2022-08-26,58.66446016477943
2022-08-29,57.76627087346433
2022-08-30,58.98602665337005
2022-08-31,59.95048110373252
2022-09-01,58.398485787186175
2022-09-02,58.86935387998691
2022-09-06,59.10728482867492
2022-09-07,57.255588460094266
2022-09-08,57.07097665009584
2022-09-13,59.71892544862024
2022-09-14,58.56608355251801
2022-09-15,59.003047260267834
2022-09-16,58.98504959353961
2022-09-19,57.864968976114014
2022-09-20,58.83980860057649
2022-09-21,59.36241310804223
2022-09-22,59.485263699144916
2022-09-23,59.40140731667508
2022-09-26,58.185630259629626
2022-09-27,58.411236008538594
2022-09-28,55.878432723408025
2022-09-29,57.11373294057594
2022-09-30,57.59819991867895
2022-10-04,55.79086351192423
2022-10-05,56.068875853072285
2022-10-06,57.23230778773942
2022-10-07,58.74249123389389
2022-10-11,58.48398497738591
2022-10-12,58.955922574331666
2022-10-13,56.40725999464073
2022-10-14,59.04853910692085
2022-10-17,57.7554935384409
2022-10-18,57.862455173347136
2022-10-19,57.95139758982762
2022-10-20,57.936035071835065
2022-10-21,56.43476995845389
