Date,rs_small
2023-10-13,68.13879126711007
2023-10-16,68.51836834850853
2023-10-17,69.28586925554964
2023-10-18,68.77660784762575
2023-10-19,68.28077784077436
2023-10-20,68.23650006690652
2023-10-23,67.77592164243825
2023-10-24,67.85571206684749
2023-10-25,67.70650139473464
2023-10-26,68.70288185501823
2023-10-27,68.20422365347865
2023-10-30,67.77236139866089
2023-10-31,67.93158771562553
2023-11-01,67.59879596381474
2023-11-02,68.09548748519984
2023-11-03,69.31513320891686
2023-11-06,68.29203235640459
2023-11-07,67.85714319374544
2023-11-08,67.0847581508199
2023-11-09,66.56526985809735
2023-11-10,66.27535075424828
2023-11-13,66.36211832406046
2023-11-14,68.67408513515171
2023-11-15,68.64806370616868
2023-11-16,67.45577547402786
2023-11-17,68.29514194386499
2023-11-20,68.16878966304218
2023-11-21,67.43766865440085
2023-11-22,67.59951986879793
2023-11-24,68.01307416205621
2023-11-27,67.90781165767147
2023-11-28,67.57875212780962
2023-11-29,67.98335774267326
2023-11-30,67.97400009008933
2023-12-01,69.5489065868672
2023-12-04,70.66456465450199
2023-12-05,69.73303834458001
2023-12-06,69.88987271763256
2023-12-07,69.86183461303402
2023-12-08,70.0918204094753
2023-12-11,69.96601581696777
2023-12-12,69.57723319463652
2023-12-13,70.95398388049688
2023-12-14,72.69517273147027
2023-12-15,72.20312492930078
2023-12-18,71.8247549130608
2023-12-19,72.77419026158209
2023-12-20,72.35328923364207
2023-12-21,72.8933093991154
2023-12-22,73.42495296914947
2023-12-26,74.06700233043712
2023-12-27,74.19412867410522
2023-12-28,73.88367332552347
2023-12-29,72.88888975640006
2024-01-02,72.86450816191137
2024-01-03,71.50561046105095
2024-01-04,71.59631722194412
2024-01-05,71.28811745517535
2024-01-08,71.5504129046673
2024-01-09,71.01804425669724
2024-01-10,70.65849545049564
2024-01-11,70.13524366918769
2024-01-12,69.97080322281299
2024-01-16,69.36000400367813
2024-01-17,69.25064741758837
2024-01-18,69.04596336779476
2024-01-19,68.8505869853786
2024-01-22,70.17277138753857
2024-01-23,69.76577837024524
2024-01-24,69.11707104202053
2024-01-25,69.31261352258248
2024-01-26,69.40432885522661
2024-01-29,70.06417462719634
2024-01-30,69.52063218054992
2024-01-31,68.94729099247849
2024-02-01,68.95984881712836
2024-02-02,67.88179409498788
2024-02-05,67.26426873678643
2024-02-06,67.67406630381785
2024-02-07,66.95835007052197
2024-02-08,67.94371679985078
2024-02-09,68.65190894564174
2024-02-12,69.92931780519778
2024-02-13,67.98876628575525
2024-02-14,68.94135649226065
2024-02-15,70.29472258006244
2024-02-16,69.68588867543365
2024-02-20,69.1056868950634
2024-02-21,68.716802848137
2024-02-22,67.83369325671323
2024-02-23,67.93989802849858
2024-02-26,68.61947377160601
2024-02-27,69.46267443298498
2024-02-28,68.9817943053404
2024-02-29,69.21371146318552
2024-03-01,69.29695611801094
2024-03-04,69.30733119994323
2024-03-05,69.33653415728517
2024-03-06,69.50166486100929
2024-03-07,69.39189885907957
